unique_id,primary_offense_new
3964336,air pollution violation
7711613,environmental violation
6486031,air pollution violation
4198159,environmental violation
7702014,air pollution violation
7708819,air pollution violation
7694200,environmental violation
7694115,PCB violation
5190391,hazardous waste violation
7710025,air pollution violation
7702662,pesticide violation
7700204,air pollution violation
3192538,hazardous waste violation
3964885,air pollution violation
7698271,environmental violation
7698575,environmental violation
7704196,hazardous waste violation
7712383,environmental violation
7702593,air pollution violation
7699436,environmental violation
7700082,environmental violation
7710826,environmental violation
7712408,environmental violation
7701142,air pollution violation
7694932,asbestos violation
7693436,environmental violation
7693449,environmental violation
7693240,hazardous waste violation
7711615,hazardous waste violation
7704378,hazardous waste violation
7700062,air pollution violation
7703628,environmental violation
7693355,water pollution violation
7699282,environmental violation
3659847,water pollution violation
3659871,water pollution violation
7708826,water pollution violation
3189985,water pollution violation
7706694,water pollution violation
7712143,air pollution violation
7704842,oil spill
7707711,air pollution violation
3963956,underground storage tank violation
3680400,hazardous waste violation
3680261,water pollution violation
3680262,water pollution violation
3680263,hazardous waste violation
3680264,water pollution violation
7705958,water pollution violation
7701749,air pollution violation
7701352,oil spill
7707070,water pollution violation
7707530,oil spill
7706437,oil spill
7705125,oil spill
7705066,water pollution violation
7708644,water pollution violation
3701825,oil or gas drilling violation
7701636,air pollution violation
7698380,air pollution violation
7699815,hazardous waste violation
7694998,air pollution violation
3197667,hazardous waste violation
7706761,air pollution violation
7707789,hazardous waste violation
7701466,environmental violation
7705669,air pollution violation
7702106,air pollution violation
7704015,oil spill
7704018,oil spill
7704235,water pollution violation
7710735,water pollution violation
3192629,water pollution violation
7692717,water pollution violation
7711927,air pollution violation
7692403,air pollution violation
7712342,environmental violation
7693521,environmental violation
7712563,environmental violation
3691534,underground storage tank violation
208007,oil spill
7708398,air pollution violation
3701987,oil or gas drilling violation
7708212,drinking water violation
7704207,water pollution violation
7704626,water pollution violation
7708224,drinking water violation
7708444,drinking water violation
7708564,air pollution violation
7708568,water pollution violation
7702923,air pollution violation
7704117,environmental violation
7701770,environmental violation
3687430,hazardous waste violation
7694476,asbestos violation
7703140,air pollution violation
7707903,air pollution violation
7707946,hazardous waste violation
7695076,environmental violation
7693498,water pollution violation
7697500,environmental violation
7702438,air pollution violation
7705034,environmental violation
7705035,environmental violation
7705036,environmental violation
7702417,environmental violation
16153,hazardous waste violation
16192,oil spill
7705423,air pollution violation
3679388,water pollution violation
3680084,water pollution violation
7699263,environmental violation
7699605,environmental violation
7703930,hazardous waste violation
7705753,air pollution violation
3664652,air pollution violation
7694403,water pollution violation
7693387,air pollution violation
7694659,water pollution violation
7694739,water pollution violation
7694741,water pollution violation
7694581,environmental violation
7710472,water pollution violation
7710489,environmental violation
7699307,environmental violation
7699308,environmental violation
7699309,environmental violation
7698259,environmental violation
7697638,environmental violation
7698377,air pollution violation
7699049,air pollution violation
7704753,air pollution violation
128,hazardous waste violation
7699315,environmental violation
7708394,water pollution violation
7710188,air pollution violation
7710250,hazardous waste violation
7710287,air pollution violation
7710850,air pollution violation
