bill_id,category_ids,category_labels,bill_type,reason
hr1270-108,1,Wage Hour & Benefits,enforcement,"The bill clarifies that employee leasing organizations are considered employers for purposes of income tax withholding, unemployment tax, and 401(k) contributions, thereby defining and enforcing the private employer obligations regarding wage reporting and benefit plan administration."
hr1792-114,,,,"The bill concerns the management of federal grazing permits and land use by state governments, not private employer wage, hour, or benefit obligations."
hr3485-112,,,,"The bill exclusively addresses benefits for federal employees and their domestic partners, which involves government employee compensation and public-sector benefits rather than private employer wage, hour, or benefit obligations."
s1769-114,,,,"The bill focuses on wildlife conservation, ivory trade regulations, and anti-poaching efforts, which are unrelated to private employer wage, hour, or benefit obligations."
hr65-107,,,,"The bill addresses military retired pay and veterans' disability compensation administered by the federal government, which are excluded as they do not involve non-governmental employer wage or benefit obligations."
s2665-107,,,,"The bill establishes user fees for animal drug applications under the FDA, which is a regulatory funding mechanism for government agencies and does not impose wage, hour, or benefit obligations on private employers."
hr6173-111,,,,"The bill focuses on federal funding for regenerative medicine research and FDA regulatory processes, which does not involve private employer wage, hour, or benefit obligations."
hr559-112,,,,"The bill extends a tax credit for low-income housing development in the GO Zone, which is a general housing and economic development policy, not a regulation or incentive related to private employer wage, hour, or employee benefit obligations."
hr1765-114,,,,"The bill directs FEMA to submit a report on disaster assistance procedures and record maintenance, which relates to government agency operations and disaster relief rather than private employer wage, hour, or benefit obligations."
hr4870-113,,,,"The bill is a Department of Defense appropriations act that funds military personnel pay and government operations; it does not regulate private employer wage, hour, or benefit obligations."
s1917-113,,,,"The bill addresses sexual assault prevention and response within the U.S. Armed Forces, which is a government entity; it does not regulate private employer wage, hour, or benefit obligations."
hr4525-107,,,,"The bill suspends import duties on a chemical (Phytol) under the Harmonized Tariff Schedule, which relates to foreign trade and international finance rather than private employer wage, hour, or benefit obligations."
