bill_id,category_ids,category_labels
s3047-114,1,Wage Hour & Benefits
hr1089-111,1,Wage Hour & Benefits
hr566-112,12,"Fraud, Corruption & Criminal Conduct"
hr5448-106,,
hr147-111,,
sjres15-113,2,Employment Discrimination
s2253-106,6;15;22,Transportation Safety;Competition-related Offenses;Government Contracting
s2583-107,,
s2524-116,9;10;14;24,Banking AML & Sanctions;Securities & Investor Protection;Consumer Protection;Government Reporting & Compliance
hr5151-113,14,Consumer Protection
hr3308-112,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
hr372-108,,
s1878-115,4,Workplace Safety
hr1427-114,23,Healthcare Fraud & Compliance
s100-115,,
s258-114,23,Healthcare Fraud & Compliance
s334-109,5;10;14;15,Consumer Safety;Securities & Investor Protection;Consumer Protection;Competition-related Offenses
hr2863-111,1,Wage Hour & Benefits
hr1632-112,,
s3013-109,,
s401-116,7,Infrastructure & Nuclear Safety
hr2705-109,15,Competition-related Offenses
hr5268-109,5;14;22,Consumer Safety;Consumer Protection;Government Contracting
hr1197-110,,
sjres31-107,,
hr5662-112,15,Competition-related Offenses
s2397-108,,
hr2912-113,10;22,Securities & Investor Protection;Government Contracting
hr2871-113,,
hr4280-107,15,Competition-related Offenses
hr6422-112,,
s497-115,23,Healthcare Fraud & Compliance
hr2729-113,1,Wage Hour & Benefits
hr4105-110,23,Healthcare Fraud & Compliance
s4063-109,1,Wage Hour & Benefits
hr2805-113,26,Exploitation & Trafficking
hr4168-110,,
s595-114,21,Animal Welfare
s537-107,6,Transportation Safety
hr1962-113,10;12;24,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr4216-107,,
hr6240-109,,
s2116-109,,
s2230-111,15,Competition-related Offenses
hr2660-114,,
s3243-114,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
hr5719-107,23,Healthcare Fraud & Compliance
hr2268-112,,
hr2154-116,14,Consumer Protection
hr3600-108,1,Wage Hour & Benefits
s66-113,,
hr1620-114,1;15,Wage Hour & Benefits;Competition-related Offenses
hr569-107,1,Wage Hour & Benefits
hr2076-107,,
s2161-109,17,Water Violation
hr5187-109,,
hr3624-111,5;16,Consumer Safety;Air Violation
hr85-116,1;24,Wage Hour & Benefits;Government Reporting & Compliance
hr355-112,,
s209-115,,
hr7333-110,9;10;11;24,Banking AML & Sanctions;Securities & Investor Protection;Accounting Financial Reporting & Tax;Government Reporting & Compliance
hr2163-111,6,Transportation Safety
s828-107,20,Energy Efficiency
hr3230-109,15,Competition-related Offenses
hr1811-114,1,Wage Hour & Benefits
hr3409-115,14;15,Consumer Protection;Competition-related Offenses
s2808-107,6;10;15,Transportation Safety;Securities & Investor Protection;Competition-related Offenses
hr4295-111,,
s1760-109,10;15,Securities & Investor Protection;Competition-related Offenses
hr2969-113,,
s3645-110,17,Water Violation
hr503-110,21,Animal Welfare
hr146-116,,
hr6021-109,,
s2517-106,2,Employment Discrimination
s2623-111,15,Competition-related Offenses
hr3205-111,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
hr1332-108,20,Energy Efficiency
s2743-114,15,Competition-related Offenses
s2967-114,,
s3942-109,10;15,Securities & Investor Protection;Competition-related Offenses
hr6162-110,17,Water Violation
hr3773-106,,
s2761-110,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
hr4419-110,,
hr6186-109,,
hr923-109,,
hr2682-107,,
hr233-112,1,Wage Hour & Benefits
s1755-110,,
hr846-114,2,Employment Discrimination
s1357-114,25,National Security & Cybercrime
hr2732-107,17,Water Violation
hr5755-111,15,Competition-related Offenses
hr489-109,18,Earth Violation
s2053-108,10;15;22,Securities & Investor Protection;Competition-related Offenses;Government Contracting
hr3376-114,6,Transportation Safety
hr3646-107,,
hr1254-115,,
hr2682-115,,
s546-113,1;14;24,Wage Hour & Benefits;Consumer Protection;Government Reporting & Compliance
s1250-113,6;15,Transportation Safety;Competition-related Offenses
s872-112,14;15,Consumer Protection;Competition-related Offenses
s193-112,9;10;24,Banking AML & Sanctions;Securities & Investor Protection;Government Reporting & Compliance
s2358-106,,
s1732-109,14;15,Consumer Protection;Competition-related Offenses
s2577-108,,
s3128-110,17,Water Violation
hr5222-111,17;18,Water Violation;Earth Violation
hr358-114,,
hr4622-110,15,Competition-related Offenses
hr4920-108,15,Competition-related Offenses
hr1197-114,,
s376-107,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
hr1117-107,,
hr2713-113,11,Accounting Financial Reporting & Tax
s2039-110,,
s2137-108,5;10;14,Consumer Safety;Securities & Investor Protection;Consumer Protection
hr3141-108,,
s869-115,9;10;11,Banking AML & Sanctions;Securities & Investor Protection;Accounting Financial Reporting & Tax
hr4062-107,,
s3170-106,,
hr5298-109,,
s2214-115,23,Healthcare Fraud & Compliance
hr6297-111,,
s560-113,,
hr237-116,,
s3660-109,10;15,Securities & Investor Protection;Competition-related Offenses
s2179-114,,
s2310-112,15,Competition-related Offenses
hr2804-110,,
s2614-111,,
hr624-116,10,Securities & Investor Protection
hr2864-111,17,Water Violation
hjres57-116,24,Government Reporting & Compliance
s1667-109,15,Competition-related Offenses
hr3520-110,,
hr2542-109,,
s2432-111,,
hr5420-107,15,Competition-related Offenses
s353-107,,
s2996-112,15,Competition-related Offenses
hr2545-110,24,Government Reporting & Compliance
s3010-109,15,Competition-related Offenses
hr4479-114,17;19;23,Water Violation;Lead Violation;Healthcare Fraud & Compliance
hr599-114,24,Government Reporting & Compliance
hr3914-110,24,Government Reporting & Compliance
hr364-113,,
hr4490-110,15,Competition-related Offenses
hr1772-115,2,Employment Discrimination
hr3252-115,,
hr671-114,,
hr1742-111,20,Energy Efficiency
hr3654-110,11;24,Accounting Financial Reporting & Tax;Government Reporting & Compliance
s189-111,,
s763-108,,
s2639-114,24,Government Reporting & Compliance
hr2810-114,,
hr1968-113,20,Energy Efficiency
hr473-108,1,Wage Hour & Benefits
hr1020-112,16,Air Violation
hr2029-113,10;20,Securities & Investor Protection;Energy Efficiency
s2294-109,18,Earth Violation
s473-115,,
sjres7-110,,
hr5043-108,1,Wage Hour & Benefits
hjres78-110,23,Healthcare Fraud & Compliance
hr6039-112,,
hr95-114,1;3;11;22,Wage Hour & Benefits;Labor Relations;Accounting Financial Reporting & Tax;Government Contracting
hr2021-110,1,Wage Hour & Benefits
hr4368-109,12,"Fraud, Corruption & Criminal Conduct"
hr1774-116,1,Wage Hour & Benefits
hr5822-110,11,Accounting Financial Reporting & Tax
hr2247-111,24,Government Reporting & Compliance
hr3861-111,,
hr789-115,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s1109-110,23,Healthcare Fraud & Compliance
hr4731-109,14,Consumer Protection
s3624-112,6,Transportation Safety
hr4878-112,15,Competition-related Offenses
s612-116,10;12;15,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
s2089-113,,
s3526-111,10;11;15;22,Securities & Investor Protection;Accounting Financial Reporting & Tax;Competition-related Offenses;Government Contracting
s2142-114,3,Labor Relations
hr3218-112,10;14,Securities & Investor Protection;Consumer Protection
hr349-108,1,Wage Hour & Benefits
s2952-108,6;17,Transportation Safety;Water Violation
hr3450-113,,
hr3155-114,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr1400-108,10;15,Securities & Investor Protection;Competition-related Offenses
hr1294-114,,
hr5231-113,,
hr4948-108,,
s392-109,,
s474-112,24,Government Reporting & Compliance
hr4374-106,,
hr165-114,,
s2360-111,,
hr5366-114,10,Securities & Investor Protection
hr1536-112,,
hr3531-113,23,Healthcare Fraud & Compliance
hr5787-113,1,Wage Hour & Benefits
hr5495-110,3,Labor Relations
s2639-112,,
hr1816-110,17,Water Violation
hr2344-111,13,Intellectual Property & Trade Secrets
s3123-114,15,Competition-related Offenses
s2943-110,,
hr5796-110,14,Consumer Protection
hr1413-108,1;10;23,Wage Hour & Benefits;Securities & Investor Protection;Healthcare Fraud & Compliance
hr1132-112,,
hr22-116,11,Accounting Financial Reporting & Tax
hr6094-111,17;18;22,Water Violation;Earth Violation;Government Contracting
s2667-108,23,Healthcare Fraud & Compliance
s2705-115,14,Consumer Protection
s3914-109,23,Healthcare Fraud & Compliance
hr307-113,5;23,Consumer Safety;Healthcare Fraud & Compliance
hr5016-115,6,Transportation Safety
s2061-107,4;10;24,Workplace Safety;Securities & Investor Protection;Government Reporting & Compliance
s2483-113,12,"Fraud, Corruption & Criminal Conduct"
hr5259-109,,
hr5389-110,15,Competition-related Offenses
hr3793-110,1,Wage Hour & Benefits
hr3688-109,15,Competition-related Offenses
hr545-112,,
s2553-114,,
hr4668-109,12,"Fraud, Corruption & Criminal Conduct"
s3688-109,,
s3506-115,8,Campus Safety
s2506-106,6,Transportation Safety
s2242-108,13,Intellectual Property & Trade Secrets
hr2357-111,14,Consumer Protection
hr3694-109,1,Wage Hour & Benefits
hr4960-108,15,Competition-related Offenses
s654-110,5;14;22,Consumer Safety;Consumer Protection;Government Contracting
hr3207-111,11,Accounting Financial Reporting & Tax
hr2906-107,6,Transportation Safety
hr1404-113,,
hr1071-107,,
s1370-112,,
hr5374-109,24,Government Reporting & Compliance
s2421-110,11;12;22,"Accounting Financial Reporting & Tax;Fraud, Corruption & Criminal Conduct;Government Contracting"
s3172-106,1;23,Wage Hour & Benefits;Healthcare Fraud & Compliance
hr4650-110,1;3;24,Wage Hour & Benefits;Labor Relations;Government Reporting & Compliance
hr1603-111,10,Securities & Investor Protection
hr2725-107,,
s2004-114,18,Earth Violation
hr3357-110,,
hr4346-109,,
s1297-111,1,Wage Hour & Benefits
hr1349-112,24,Government Reporting & Compliance
s1783-114,18,Earth Violation
s2625-113,5;14,Consumer Safety;Consumer Protection
s1200-114,14,Consumer Protection
hr870-114,10;11,Securities & Investor Protection;Accounting Financial Reporting & Tax
hr5391-112,15,Competition-related Offenses
hr3925-108,11;12;24,"Accounting Financial Reporting & Tax;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr6390-110,1,Wage Hour & Benefits
s1742-112,12;14,"Fraud, Corruption & Criminal Conduct;Consumer Protection"
s293-111,11,Accounting Financial Reporting & Tax
hr950-110,,
s3565-110,16,Air Violation
hr5166-108,,
hr4143-106,,
hr1549-115,12;15,"Fraud, Corruption & Criminal Conduct;Competition-related Offenses"
hr4111-106,11,Accounting Financial Reporting & Tax
hjres19-107,,
s2928-111,11,Accounting Financial Reporting & Tax
hr2738-115,,
hr619-112,6,Transportation Safety
s3422-109,17;22,Water Violation;Government Contracting
hr5554-106,,
s3452-110,,
hr3689-112,16,Air Violation
hr895-111,17,Water Violation
s2952-106,,
hr4043-113,10;24,Securities & Investor Protection;Government Reporting & Compliance
s701-111,23,Healthcare Fraud & Compliance
hr5818-110,14,Consumer Protection
hr4611-110,2,Employment Discrimination
hr3500-113,1,Wage Hour & Benefits
hr3986-112,1,Wage Hour & Benefits
hr952-111,,
s139-114,,
hr943-108,,
hr2020-110,11,Accounting Financial Reporting & Tax
s1477-108,,
s1127-115,12,"Fraud, Corruption & Criminal Conduct"
hr1329-108,1;3,Wage Hour & Benefits;Labor Relations
hr2157-112,18,Earth Violation
s586-116,23,Healthcare Fraud & Compliance
hr6199-111,12,"Fraud, Corruption & Criminal Conduct"
hjres1-107,,
hr2899-115,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
s2284-113,6,Transportation Safety
s1669-114,6,Transportation Safety
s2410-112,15,Competition-related Offenses
s679-114,23,Healthcare Fraud & Compliance
hr5951-112,1,Wage Hour & Benefits
hr340-107,,
hr5295-112,,
hr1129-109,18,Earth Violation
s741-116,1,Wage Hour & Benefits
s1565-114,14,Consumer Protection
s2433-114,,
hr3103-107,6,Transportation Safety
hr453-114,,
hr474-109,12;22,"Fraud, Corruption & Criminal Conduct;Government Contracting"
hr1964-110,2,Employment Discrimination
hr2250-115,,
hr5511-113,10;15,Securities & Investor Protection;Competition-related Offenses
hr5806-114,,
hr5366-109,24,Government Reporting & Compliance
hr2464-114,24,Government Reporting & Compliance
hr4311-115,10;15;25,Securities & Investor Protection;Competition-related Offenses;National Security & Cybercrime
s1815-109,,
hr2393-107,20,Energy Efficiency
s2249-110,,
hr2189-116,,
s1590-108,,
s1545-108,10;12;24,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr3099-115,,
hr4232-109,,
hr2255-115,10;12;23,"Securities & Investor Protection;Fraud, Corruption & Criminal Conduct;Healthcare Fraud & Compliance"
hr2779-109,18,Earth Violation
hr3444-114,23,Healthcare Fraud & Compliance
s3064-110,,
s3333-110,21,Animal Welfare
s1010-112,1;22;24,Wage Hour & Benefits;Government Contracting;Government Reporting & Compliance
hr3585-107,,
hr4096-108,10;15,Securities & Investor Protection;Competition-related Offenses
s2633-111,,
hr5027-108,,
hr1408-114,9;10,Banking AML & Sanctions;Securities & Investor Protection
hr1037-115,,
s1475-113,,
s2141-107,15,Competition-related Offenses
s3244-115,10;15,Securities & Investor Protection;Competition-related Offenses
s876-113,1,Wage Hour & Benefits
s1362-110,15,Competition-related Offenses
s2667-111,15,Competition-related Offenses
hr973-111,12,"Fraud, Corruption & Criminal Conduct"
hr700-115,24,Government Reporting & Compliance
hr1462-107,18,Earth Violation
hr4589-110,,
s503-115,21,Animal Welfare
s211-111,,
hr2663-114,18,Earth Violation
s1188-110,15,Competition-related Offenses
hr275-108,10;24,Securities & Investor Protection;Government Reporting & Compliance
s2342-106,10;23,Securities & Investor Protection;Healthcare Fraud & Compliance
s1220-110,11,Accounting Financial Reporting & Tax
s241-111,14,Consumer Protection
hr5722-107,,
hr4721-108,11,Accounting Financial Reporting & Tax
s358-114,1,Wage Hour & Benefits
hr4713-107,,
s3071-109,15,Competition-related Offenses
hr4784-106,16,Air Violation
s1605-114,,
hr6347-114,5,Consumer Safety
hr2620-107,1;2;14;24,Wage Hour & Benefits;Employment Discrimination;Consumer Protection;Government Reporting & Compliance
hr2623-107,,
hr4465-109,,
hr5450-114,1,Wage Hour & Benefits
hr4254-108,,
hr5140-113,1,Wage Hour & Benefits
hr6423-111,10;24;25,Securities & Investor Protection;Government Reporting & Compliance;National Security & Cybercrime
hr6348-110,11,Accounting Financial Reporting & Tax
hr3031-113,14,Consumer Protection
s2021-111,,
hr5719-115,23,Healthcare Fraud & Compliance
hr2871-114,12,"Fraud, Corruption & Criminal Conduct"
hr1734-108,,
hr482-109,18,Earth Violation
s1539-112,,
hr4188-114,6;10;22,Transportation Safety;Securities & Investor Protection;Government Contracting
s52-115,12,"Fraud, Corruption & Criminal Conduct"
hr4768-108,,
s1257-108,23,Healthcare Fraud & Compliance
s2749-114,1,Wage Hour & Benefits
hr5337-112,15,Competition-related Offenses
hr5264-112,15,Competition-related Offenses
hr4149-113,1,Wage Hour & Benefits
hr2220-110,,
hr2446-108,11,Accounting Financial Reporting & Tax
hr1638-111,,
s2265-107,15,Competition-related Offenses
hr1623-115,,
hr268-109,11,Accounting Financial Reporting & Tax
hr5287-113,1,Wage Hour & Benefits
s3225-110,7,Infrastructure & Nuclear Safety
hr5032-110,,
hr3332-110,,
hr1313-115,2,Employment Discrimination
hr610-112,,
hr805-108,18,Earth Violation
hr549-111,24,Government Reporting & Compliance
hr6379-110,18,Earth Violation
s468-109,10;14;24,Securities & Investor Protection;Consumer Protection;Government Reporting & Compliance
s563-112,1,Wage Hour & Benefits
hr2725-110,14,Consumer Protection
s1863-112,16;20,Air Violation;Energy Efficiency
hr2914-115,,
hr3783-115,2,Employment Discrimination
s2144-112,11,Accounting Financial Reporting & Tax
s1653-113,5;14,Consumer Safety;Consumer Protection
hr3228-112,12;24,"Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance"
hr1875-108,9;10;15;22,Banking AML & Sanctions;Securities & Investor Protection;Competition-related Offenses;Government Contracting
hr3043-114,11,Accounting Financial Reporting & Tax
s2096-107,15,Competition-related Offenses
hr3127-110,10;23,Securities & Investor Protection;Healthcare Fraud & Compliance
hr2810-112,3,Labor Relations
s2792-113,1,Wage Hour & Benefits
s1794-108,15,Competition-related Offenses
hr2791-112,,
s3284-112,15;22,Competition-related Offenses;Government Contracting
s1107-112,,
hr4991-106,17,Water Violation
hr2689-111,,
s2684-111,15,Competition-related Offenses
hr4187-112,18,Earth Violation
s2100-116,,
hr1455-114,5,Consumer Safety
hr1294-112,,
hr4780-114,,
hr3980-108,22,Government Contracting
hr6124-110,15,Competition-related Offenses
hr4108-112,11;15,Accounting Financial Reporting & Tax;Competition-related Offenses
s1674-108,,
hr1899-112,10;15,Securities & Investor Protection;Competition-related Offenses
s1178-109,1,Wage Hour & Benefits
sjres38-116,12,"Fraud, Corruption & Criminal Conduct"
s2536-109,15,Competition-related Offenses
s2275-113,6;15,Transportation Safety;Competition-related Offenses
s2986-113,,
hr308-108,3,Labor Relations
hr2381-108,22,Government Contracting
s2647-113,2;10;24,Employment Discrimination;Securities & Investor Protection;Government Reporting & Compliance
s974-114,1,Wage Hour & Benefits
